id,sunh,swb
34,6,9.5
34,6.1,9
34,6.6,10
34,7.1,8.75
34,7.2,6.75
34,6.9,10
35,7.6,7.5
35,6.6,8.25
35,8.1,8.25
35,8.7,8.25
35,6.9,9
35,7.5,10
35,8.9,9
35,8.6,9
35,11.2,5.5
35,8.7,8.5
35,7.5,7
35,8.2,10
35,9.1,7
35,9,8.75
35,8.6,10
35,6.7,10
35,8.8,6.5
35,8.3,7.25
35,7.8,2
35,9.2,10
35,7.8,8
35,7.6,10
35,9.6,10
35,9.9,8.75
35,8.5,5
35,7.2,6.5
35,9.7,6.75
35,10.3,9.75
35,7.7,7
35,8.2,5.25
35,7.1,7.25
35,6.9,5.5
35,8.4,8.5
35,8.4,4.25
35,8.4,8.5
35,8.5,5.5
35,7.1,2.75
35,8.2,9
35,8.6,8.75
35,8.6,5.5
35,7.9,7.25
35,10.7,7
35,9.3,9
35,11.2,10
35,8.2,10
36,6.1,3.75
36,8.3,6.75
36,8.1,8.25
36,8.1,5
36,7.3,7.25
36,7.5,5.5
36,8.4,5.25
36,9.6,8.5
36,9.8,6.75
36,8.9,5.5
36,7.1,8
36,7.9,5
36,8,4.75
36,8.4,5
36,9.2,5.5
36,9.3,7.5
36,8.3,5.5
36,8.1,7
36,9.1,6.5
36,8.7,6.5
36,7.4,4.5
36,8.7,8.25
36,5.7,7
36,8,4.25
36,9.4,9
36,8.7,10
36,8.8,5.25
36,9.3,7.5
36,6.9,5.5
36,7.7,6.25
36,7.9,4.5
36,8.4,5
36,7.4,4.5
36,7.8,5.25
36,9.7,7
36,7.1,6
36,6.8,3.75
36,7.7,9.25
36,7.4,7.25
36,7.4,3.75
36,9.2,6.25
36,8.9,6.25
36,6.8,6.75
36,6.6,3.5
36,7.8,5
37,6.9,7
37,8,6.25
37,7.4,6.75
37,9.1,4.5
37,10,5
37,7.7,5.5
37,7.1,5.75
37,8.3,1.25
37,8.6,5.75
37,9.4,5.25
37,8.4,6
37,7.9,5.5
37,9.1,5
37,9.5,2.75
37,7,7.75
37,7.7,4.5
37,8.7,9.5
37,7.4,3.75
37,8.3,7.25
37,6,6.5
37,6.1,7.25
37,7.8,5.5
37,8,5.25
37,8.1,4.5
37,8.3,9.25
37,9.5,4
37,9.6,7.25
37,6.5,5.75
37,8.4,7.25
37,8,7.75
37,7.1,7.5
37,8.9,10
37,5.4,6.25
37,6.5,9
37,7.7,9
37,6.7,5.75
37,6.9,5
37,7.3,6.25
37,7.7,6.75
37,6.5,2.75
37,5.1,3
37,6.8,3.5
37,9.2,5.75
37,7.7,3.5
37,9.4,8.75
38,8.5,5.25
38,8.3,6.25
38,9,6.75
38,9.1,10
38,9.8,8.5
38,9.1,7.75
38,8.5,7.25
38,8,8
38,8.7,8
38,8.3,7
38,7,2
38,7.8,6.75
38,9,8
38,8.5,3.5
38,10,5
38,9.1,8.5
38,7.8,10
38,6.8,7
38,9.7,9.75
38,8.4,7
38,8.6,4.5
38,7.9,9.75
38,8.3,3.25
38,7.3,6.25
38,8.9,9.25
38,8.5,7.75
38,8,4.75
38,7,10
38,8.9,6.5
38,7.8,6.5
38,8.2,2.5
38,9.2,8.75
38,9,9.25
38,8.4,7
38,8.3,6.25
38,8.1,6.75
38,8,9
38,7.7,5
38,8.6,7.5
38,8.2,6.25
38,9.1,9.75
38,8.5,8.5
38,8.2,8.25
38,7.7,7
38,8.7,9.25
39,2,10
39,0.3,6
39,1.1,8.75
39,3.9,8.25
39,1.1,4.25
39,2.5,4.75
39,1.7,10
39,3.8,7.75
39,2,7.5
39,3,7.5
39,2.2,8.25
39,2.2,3.75
39,1.8,3.75
39,2.7,6.25
39,1.2,8.25
39,0.2,6.75
39,4.8,9
39,1.8,5.25
39,1.9,5
39,1.7,10
39,3.4,7
39,4.4,9
39,0.1,8.25
39,4.2,7.25
39,2.7,7
39,1.1,4.75
39,3.1,7.25
39,0.8,9.25
39,2.9,8.75
39,0.9,8.25
39,3,6.75
39,3.5,5.75
39,3,9.25
39,3.1,6
39,3.2,3.75
39,2.6,4.5
39,1.9,4.25
39,1.9,5.75
39,1.5,9.25
39,2.3,6.5
39,3.5,8.25
39,0.7,9
39,0.3,4.75
39,1.5,10
39,2.8,5.25
40,2.2,4.75
40,4.2,7.75
40,2.7,5.25
40,5.2,10
40,3.5,3
40,3.5,8.25
40,3.1,8
40,3.6,6.25
40,5.3,10
40,2.3,9.5
40,1.7,2
40,0.1,5.75
40,1.7,2.5
40,1.4,4.75
40,1.3,7
40,3.4,6.25
40,2.3,4
40,3.8,7
40,2.6,7.5
40,4.7,6.75
40,3.1,5.75
40,3.7,6
40,1.9,6
40,2.3,4.75
40,3,4.25
40,2.4,8
40,3.5,6.25
40,2.6,5
40,2.7,10
40,1.7,7.75
40,1.9,3
40,2.9,5.5
40,2.2,7
40,1.7,5.5
40,2.9,8.25
40,2.6,5
40,3.5,5
40,4.2,2.25
40,1.8,8
40,2.9,7.75
40,1.7,7.75
40,3.6,4.5
40,3.1,4.25
40,2.9,5.25
40,2.8,9.75
41,10.3,8
41,8.2,4.75
41,8.3,8.5
41,9.5,3.75
41,10.3,6
41,8.7,10
41,9.8,3
41,8.3,7.5
41,8.6,7.75
41,7.1,7
41,9,7.5
41,6.9,5.5
41,8.8,4.25
41,7.4,3.25
41,9.1,6
41,6.9,4
41,9.1,4.5
41,9.1,5.75
41,8.1,7.25
41,7.5,7
41,8.8,5
41,9.3,6.25
41,8.1,5.5
41,8,4.75
41,8,4.5
41,7.3,5.5
41,8.9,6
41,8.2,7.25
41,9.4,10
41,8.6,7.25
41,8.6,5.75
41,8.3,5.75
41,7.3,8.75
41,8.1,7.5
41,9.1,7.5
41,8,6.25
41,8.2,7.25
41,7.5,4.5
41,8.4,9
41,8,5.25
41,8.7,6.25
41,8.2,6
41,5.4,5
41,7.9,4.25
41,8.2,7.25
42,5.9,8
42,7.5,5
42,6.8,7.25
42,7,1.5
42,7,4
42,5.6,3.5
42,5.6,4.5
42,6.1,2.25
42,5.9,6
42,7.2,3.75
42,7.6,5.25
42,8.5,7
42,6.2,4.75
42,7.4,4.5
42,7.3,5.25
42,6.9,8.5
42,7.5,3.5
42,8.1,5.5
42,7.1,6.5
42,6.6,4.25
42,7.6,10
42,7.4,5.25
42,9,6
42,8,1
42,5.9,2.25
42,7.5,4.25
42,7.5,6.5
42,6.2,3.5
42,8,7.75
42,6.7,8.75
42,7.6,9.25
42,6.8,2.25
42,7.5,5.5
42,6.7,5
42,7.4,5.5
42,7.1,4.5
42,7.2,5.75
42,6.8,3.25
42,6.9,3.75
42,7.3,3.5
42,8.8,6.75
42,7.5,7.75
42,7.2,6.25
42,5.6,8.5
42,6.2,4.75
43,5.4,7.75
43,6.3,10
43,5.2,9.75
43,4.2,10
43,2.8,7.75
43,3.5,7.5
43,4.4,10
43,2.8,9
43,5.3,7.5
43,4.5,8.75
43,5.2,9.25
43,5.9,10
43,4.6,8
43,5.3,7
43,3.4,9.5
43,4.5,10
43,4.6,9.25
43,4.1,9.75
43,3.7,10
43,2.7,9.5
43,4.1,10
43,2.5,6.75
43,4.4,8.5
43,5.8,10
43,4.1,8.25
43,3.6,9
43,5,9
43,4.4,7.75
43,3.2,8
43,2.6,6.25
43,8.5,10
43,4.3,8
43,4.7,10
43,4.5,5.25
43,4.1,9.5
43,4.8,10
43,3.1,6.75
43,4.4,9.25
43,3.5,8
43,5.1,8.5
43,3.9,10
43,6,10
43,3.1,7
43,5,10
43,4.9,9.75
44,1.5,6.25
44,2.2,7.5
44,4.2,8
44,3.6,8
44,3.1,9
44,5,5.25
44,2.6,5.5
44,3.3,10
44,3.1,8
44,3,6.5
44,2.8,7.25
44,4.4,8.25
44,2.2,7.25
44,2.9,6
44,2.7,10
44,4.1,6.75
44,3.6,9.75
44,5.3,6
44,4.6,2.25
44,2.2,9.5
44,3.7,6.5
44,2.7,7
44,2,6.25
44,3.6,8.25
44,2.5,4
44,4.7,10
44,3,6.5
44,4.5,7.5
44,3.1,5.5
44,2.5,8.5
44,3.6,5.75
44,2.8,5.25
44,2.2,8.75
44,3.5,6.5
44,2.7,5
44,2.7,4.25
44,2.2,6
44,4.3,8.75
44,1.6,6
44,2.4,3.75
44,3.5,9.75
44,3.3,8.25
44,1.6,4
44,3.2,4.25
44,4,7.25
45,3.2,8.75
45,1.6,6
45,0.1,7.75
45,3,4.75
45,0.7,8.75
45,1.8,9.75
45,1,10
45,0.3,5.75
45,1.4,5.5
45,0,6.75
45,1.8,8.25
45,0,7.5
45,0,10
45,0.7,10
45,0.3,8.5
45,0.6,7.75
45,1.5,9.75
45,1.5,10
45,3.3,8
45,1.2,9
45,1.6,10
45,2,6.75
45,1.1,10
45,0.8,9.25
45,2,10
45,1,6.75
45,0.8,10
45,1.1,7
45,0.7,10
45,0,8
45,1,9.25
45,1,8.75
45,1.6,8
45,0.5,10
45,0.1,8.75
45,0.1,7.25
45,2.6,7.75
45,3.1,9.75
45,0.4,10
45,0.8,7.25
45,2.1,9.5
45,1.1,7.75
45,0.9,5.75
45,0,6.25
45,0.7,7.75
46,6.2,8.5
46,7,3
46,4.4,2.75
46,6.8,5.5
46,7.8,4
46,8,3.5
46,6.2,2.5
46,5.1,4.5
46,5.9,5.5
46,6.1,2.5
46,5.6,6.25
46,5.4,4
46,5.6,4.25
46,5.3,2.25
46,6.3,4.75
46,6.5,2.25
46,6.2,5
46,6.8,4.75
46,5.7,4.25
46,8.1,5.5
46,5.1,3.75
46,6.6,4.5
46,6,3.75
46,7.8,4.75
46,6.2,5.75
46,4.8,5
46,7.5,4.5
46,5.1,4.75
46,7.6,5.25
46,5.9,0.5
46,6.8,0
46,4.7,5.5
46,7.2,2.5
46,5.7,7.25
46,6.7,4.25
46,7,7
46,6.4,5
46,6.9,3
46,6.4,7.25
46,5.1,0.5
46,5.8,5.5
46,6.7,3.25
46,7.1,6.25
46,6.1,4.5
46,4.7,4.75
47,1.9,10
47,2.2,7.75
47,2.6,8
47,4.1,6.25
47,3.5,9.75
47,3.1,9.5
47,1,10
47,3.6,10
47,4.2,6.5
47,3.4,7.75
47,1.6,7.5
47,1.8,10
47,1.2,6.5
47,1.7,7.5
47,2.7,10
47,3.1,10
47,2.3,10
47,2.7,7.25
47,1.8,10
47,4,5.5
47,2.9,7
47,2.1,8.25
47,2.2,8.75
47,1.9,10
47,3.8,9
47,3.7,7
47,2.2,10
47,0.6,8.75
47,3.2,10
47,4.6,4
47,2.1,4.5
47,2.9,7
47,1.9,7
47,2,10
47,2.7,10
47,2.5,7.5
47,2.7,10
47,5.2,9.75
47,1.4,10
47,2.1,9.5
47,1.8,8.75
47,1.8,7.25
47,2.3,10
47,3,9.5
47,2.3,8.5
48,3.2,10
48,4.8,5.25
48,3.5,8.5
48,2.3,7.75
48,2.4,10
48,2.2,7
48,1.6,5
48,0.3,7.75
48,0.5,6.75
48,3.2,7.75
48,3.3,10
48,3,8.5
48,3.8,7.5
48,3.6,9
48,2.4,8
48,2.3,6.75
48,3.8,8
48,1.6,8.75
48,1.1,8.75
48,3.8,7.75
48,3.2,5.75
48,2.8,6.5
48,2.1,8.75
48,3.4,7.25
48,2.6,8
48,2.5,10
48,3.2,7.75
48,2.6,8.5
48,2.6,5.5
48,2.4,7.5
48,3.3,8
48,2.7,6.25
48,1.8,3
48,2.9,3.75
48,2.4,10
48,2.8,7
48,2.4,8.75
48,3.7,8.5
48,3.1,9.25
48,1.7,5
48,2.6,9.25
48,2.7,7
48,3.3,5
48,1.5,7
48,4.9,8
49,6.8,5.5
49,7.2,6.5
49,6.4,9.75
49,9.6,8.75
49,8.5,7.25
49,7.9,6.75
49,7.5,6.5
49,5.9,8
49,7.1,9.5
49,6.7,6.5
49,7,10
49,7.3,1.5
49,6.5,9.75
49,8,8.75
49,8.8,4.75
49,7.1,5.75
49,8,7.5
49,8.6,7.5
49,6,7.5
49,5.8,3.25
49,6.8,5.5
49,6.5,3.25
49,7.1,6.5
49,7.6,4.75
49,8.7,6.75
49,6.8,9.75
49,6.2,6.75
49,7.9,9.25
49,7,4.5
49,5.9,3.5
49,7.1,10
49,8.5,6.5
49,8.1,6
49,6.3,8.75
49,6.6,6.25
49,5.1,7.75
49,7.6,8.5
49,6.4,9.25
49,6.6,6
49,7.7,8
49,7.9,6
49,7.9,10
49,6.1,6.75
49,6,4.5
49,8.9,9
50,2.9,10
50,1.4,3
50,2.8,6.5
50,2.7,8.25
50,2.4,4.25
50,1.1,6.5
50,4.2,5.75
50,1.2,2.75
50,1.6,4.75
50,1.2,6.5
50,1.7,7.75
50,3.4,8.5
50,2.1,4.25
50,3.6,7.25
50,1.9,7
50,2.4,7.75
50,1.2,3.75
50,0.9,5.25
50,2.1,8.5
50,4,8
50,2.3,5.5
50,2.2,8.5
50,3.9,7.5
50,3.3,7.25
50,2.7,3.75
50,1.4,8
50,2.6,8
50,1.3,4
50,2.2,7.5
50,3,7.25
50,2.5,4
50,1,5
50,1.8,4.25
50,3.8,9.25
50,2.7,7.5
50,3.6,5.75
50,2.7,9.5
50,1.5,6
50,2.2,6.5
50,2.9,9.75
50,3.5,6.75
50,1.8,4.25
50,2.4,7.25
50,2.8,8
50,1.6,4
51,4.4,4.75
51,6.7,7.75
51,6,6.75
51,4.8,6.5
51,5.5,10
51,6.1,9.5
51,4.6,4.75
51,5.6,8.75
51,5.7,6.5
51,3.7,7.25
51,6.5,10
51,4.5,6
51,5.7,6.5
51,3.7,9.75
51,5.3,9.75
51,5.4,3.75
51,5.5,9.5
51,5.9,5.25
51,5.6,7.25
51,7.2,5.25
51,4.9,9.5
51,6.1,6.5
51,5,7.5
51,6,9
51,7.3,7.25
51,8.6,10
51,3.7,5
51,6,10
51,5.2,7.5
51,6.1,8.25
51,4.3,6.5
51,4.1,6.75
51,5.1,10
51,5.8,8.75
51,6.5,7.75
51,5.8,7
51,5.7,8.5
51,6.3,5.5
51,4.4,5.25
51,6.1,9.75
51,5.3,5.5
51,3.9,3
51,6,8.25
51,4.8,9
51,6.1,8.75
52,4.9,6
52,3.5,6.5
52,3.1,6
52,3.4,7.75
52,3.8,8.75
52,3.6,8
52,4.4,6
52,4.8,6
52,3.9,4.5
52,1.5,4.75
52,5.2,7.75
52,3.1,5.75
52,2.6,8.75
52,4.6,9.75
52,3.8,6.75
52,4.7,6
52,4.2,3.75
52,3.5,6.5
52,2.6,4.5
52,3.9,7.75
52,3.3,7.75
52,3.2,6.25
52,4.3,2.5
52,3,7.5
52,3.1,7.25
52,3.6,5.75
52,3.6,8.25
52,4.9,10
52,3.9,6.75
52,2.4,6
52,4.3,6.5
52,2.7,4
52,2.8,6.5
52,3.6,8
52,4.1,6.25
52,2.9,5.5
52,4,10
52,3,8.5
52,3.5,4.5
52,4.2,7.75
52,3,5
52,3.7,5
52,3,8.25
52,2.7,4.75
52,3.9,9
53,8.2,8.5
53,6.8,2.75
53,7.2,4.75
53,6.9,9.25
53,6.3,10
53,7.7,9.5
53,8.5,4.75
53,7.2,4.5
53,6.7,7.75
53,7.1,8.75
53,6.2,9.25
53,7.4,8
53,7.9,6.5
53,6.4,7.75
53,7.4,9
53,7.5,4.5
53,7.6,6.5
53,7.3,8
53,7.2,7
53,6.3,7.5
53,8.1,7.5
53,7.6,8.25
53,6.7,7.25
53,7,7
53,8.3,7
53,7.7,9.75
53,7.9,10
53,6.4,5.75
53,7.4,7.25
53,7.4,8.25
53,7.2,5.5
53,7,5.5
53,7.4,10
53,8.7,6
53,8.6,7.5
53,7.2,8
53,4.8,8
53,9,9.5
53,5.3,6.25
53,7.5,8.5
53,8.1,8.25
53,7.7,10
53,5.5,5.25
53,7.2,5.75
53,6.9,6.75
54,9.3,8.25
54,8.7,3
54,8.6,10
54,9.1,8.75
54,9.1,10
54,8.5,8.75
54,8,10
54,7.4,7.25
54,7.1,9.75
54,7.3,8.25
54,10.1,10
54,7.8,8.5
54,9.5,7
54,7.1,10
54,8.8,10
54,7.3,6.75
54,9.8,9.25
54,8.1,6.25
54,8.4,5.75
54,10.1,9.75
54,7.8,9.75
54,8.5,6
54,8.9,7.5
54,9.5,9
54,8.8,9.25
54,8.8,5.25
54,8.9,10
54,8.1,9.25
54,8.8,6.5
54,7.7,6.25
54,8.6,8
54,8.3,9.25
54,8.7,8.75
54,11,10
54,8.2,9.25
54,8.4,9.5
54,9.8,10
54,7.7,7
54,9.3,8
54,10,4.25
54,8.7,7
54,8.3,9.75
54,9.3,10
54,9.2,10
54,9.2,10
55,8.2,6
55,8.4,9
55,6.1,3.25
55,8,5.25
55,8.6,5.5
55,7.4,8.75
55,6.3,5.25
55,8.4,6
55,8.6,9.5
55,7.5,5.75
55,6.1,3.75
55,7.6,7.25
55,6.7,3
55,7.5,6
55,7.4,8.25
55,8.7,7
55,8.4,8.25
55,6.7,2.75
55,8.2,7
55,6.7,5.75
55,6.2,4.5
55,8.2,8.75
55,8.2,3.5
55,4.7,6
55,6.2,7.75
55,9.2,8.25
55,7.7,5
55,7.9,10
55,9,0.25
55,7.8,3.75
55,8.4,9
55,7.8,7.5
55,7.8,5.75
55,6.9,4.25
55,9.7,9
55,8.5,7.5
55,7.4,4.25
55,7.6,5.5
55,7.5,6.75
55,7.2,7.5
55,8.4,8.25
55,7.3,7.25
55,7.9,7.5
55,9.6,7.5
55,8.4,6.25
56,6.3,10
56,6.2,8.5
56,4.6,7.75
56,8.5,10
56,7.3,8
56,6.5,10
56,4.3,8.5
56,7,10
56,6.8,8.75
56,5.7,9.75
56,6.1,9.25
56,5.4,5
56,7,6.5
56,7,6.5
56,6.5,6.5
56,5.6,4.5
56,4.9,7.25
56,7.3,10
56,6.3,7
56,6.1,5
56,5.1,7.25
56,6.2,7.25
56,4.8,6
56,7,8.5
56,5.7,6.5
56,6.9,7
56,6.5,9.25
56,6.5,6.25
56,5.3,9.5
56,5.1,8.25
56,4.9,7.75
56,6.7,10
56,4.9,7
56,6.9,7.5
56,7.2,8.25
56,7.4,8.5
56,6.6,5.5
56,7.6,5
56,5.6,7.25
56,6.6,5
56,7.6,7
56,5.6,5
56,6.5,9.25
56,3.4,9
56,6.8,9
57,4.3,8.75
57,2.7,6.75
57,3,8.5
57,4.3,7.25
57,5.4,8.25
57,5,10
57,4.4,8.25
57,4.9,9.5
57,4.3,7.25
57,5.4,6.5
57,5.4,10
57,4.3,8.75
57,4.7,7.75
57,5,8
57,5.2,9.5
57,5.1,10
57,3.8,9.75
57,5.3,5.25
57,5.5,8.75
57,5.2,8.75
57,6.6,8.75
57,6.2,8.75
57,4.5,8.25
57,5.2,8.75
57,5.1,8.5
57,6.2,6.5
57,5.6,8.5
57,4.6,8.5
57,4.2,10
57,4.9,10
57,3.9,9.25
57,4.6,6.5
57,3.9,8.25
57,2.2,8
57,4.4,9.25
57,6.7,7.5
57,6.6,10
57,5,6.75
57,3.4,7.25
57,3.4,3.75
57,4.4,9.5
57,4.2,9
57,2.5,4.25
57,4.5,9.5
57,4.8,6.75
58,7.8,8.25
58,6.3,10
58,7.8,7
58,5.9,4.75
58,6.7,7
58,7.8,8.5
58,6.3,6.25
58,8.7,7.5
58,7.3,10
58,4.8,4.25
58,8.4,8.75
58,8.5,5
58,7.4,7.5
58,7.9,7.25
58,7.9,6.75
58,7,8.75
58,7.2,6.75
58,6.6,7
58,7,7
58,6.8,2.75
58,7.9,8.25
58,8.8,7.5
58,7.8,3.75
58,8.8,7
58,8.8,4.75
58,7.1,10
58,6.9,9.25
58,6.7,5.25
58,9.2,10
58,6.7,8.5
58,6.6,6.75
58,6.7,7
58,6.9,6
58,7.1,8
58,8.8,8.75
58,8.4,8.5
58,7.2,7
58,6.2,9.25
58,7.5,6
58,6.8,4.75
58,8.4,5.5
58,6.7,5.5
58,7.3,7
58,7.2,9.25
58,6.1,7.5
59,7.7,7.25
59,8.8,8.5
59,8.7,5.75
59,9.2,7.5
59,8.9,3.75
59,6.4,6.75
59,9.5,7
59,7.9,7.5
59,9.2,4.5
59,7.2,5.25
59,9.5,1.25
59,8.2,7
59,7.5,7.25
59,7.2,1.75
59,7.9,4
59,8.3,9
59,8.3,5.5
59,7.8,9.25
59,7.8,5.5
59,7.7,3
59,8.7,8.5
59,8.9,6.75
59,7.8,6
59,8.1,5.25
59,9.2,5.25
59,6.8,5.75
59,6.9,9.75
59,8.3,4
59,7.8,9
59,8.2,7.5
59,8.7,7
59,6.8,9.75
59,8.2,7.75
59,8.9,7.25
59,8.2,3.5
59,8,5.25
59,8.1,5.5
59,7,3.5
59,8.4,5.75
59,8.9,6.25
59,8,3.25
59,8.3,9.5
59,8.9,7.5
59,8,6.25
59,6.5,10
60,3.1,8.75
60,5.8,9.75
60,2.7,7.75
60,2,4.5
60,2.1,7.25
60,2.4,6.5
60,4.9,7.5
60,3.1,5.25
60,3.8,8.5
60,2.3,7.75
60,2.8,7.5
60,2.2,7.75
60,4,2.75
60,2.7,7.75
60,2.1,8.25
60,2,5
60,1.9,5.5
60,2.3,6
60,1.9,7.75
60,5.1,7.5
60,4.3,8.5
60,3,9.75
60,2.3,5
60,2.2,9.5
60,4.4,8
60,4.2,7.5
60,2.5,5.25
60,4.4,8.25
60,2.4,8.5
60,3.6,4.75
60,3.9,8.25
60,2.6,8
60,2.6,9
60,2.4,8.5
60,2.8,6.5
60,3.9,9.25
60,3.7,6.75
60,4.4,7.5
60,3.1,9.75
60,3.7,9.25
60,2.8,5.5
60,2.5,9.75
60,1.4,5.25
60,3,8
60,2.8,9.25
